lat,lon,hour,ping_count
30.75,104.0,1,552
30.75,104.0,6,430
30.75,104.0,10,493
30.75,104.0,20,394
30.75,104.0,14,315
30.75,104.0,7,514
30.75,104.0,19,425
30.75,104.0,23,363
30.75,104.0,3,508
30.75,104.0,2,605
30.75,104.0,15,325
30.75,104.0,4,572
30.75,104.0,5,350
30.75,104.0,13,285
30.75,104.0,9,392
30.75,104.0,16,372
30.75,104.0,18,397
30.75,104.0,0,558
30.75,104.0,17,410
30.75,104.0,12,424
31.25,121.5,18,899
31.25,121.5,17,944
31.25,121.5,10,1190
31.25,121.5,20,922
31.25,121.5,6,1107
31.25,121.5,21,1070
31.25,121.5,12,1140
31.25,121.5,9,922
31.25,121.5,14,910
31.25,121.5,11,1044
31.25,121.5,15,1051
31.25,121.5,5,1638
31.25,121.5,8,957
31.25,121.5,22,1175
31.25,121.5,7,977
31.25,121.5,16,1021
31.25,121.5,4,1206
31.25,121.5,23,1511
31.25,121.5,0,1521
